"","ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensem","symbol"
"16","ENSG00000187961.15;clean;chr1:964008-964106",53.5,0.693439146053345,0.862746830334645,0.803757396343457,0.421537098938226,0.781810183733017,"ENSG00000187961","KLHL17"
"17","ENSG00000187583.11;anti-near;chr1:970601-970685",13.1666666666667,-1.71793215904572,1.72308053601213,-0.997012108918414,0.318758632391267,0.720045672367923,"ENSG00000187583","PLEKHN1"
"18","ENSG00000187583.11;anti-near;chr1:971006-971076",10.25,2.11345569938243,1.38637207235546,1.52445057248712,0.127396195098248,0.539411448964591,"ENSG00000187583","PLEKHN1"
"19","ENSG00000187583.11;anti-near;chr1:971404-972074",9.08333333333333,-0.268487331837231,1.31500625174499,-0.204171905252126,0.838219165267885,0.958965688795795,"ENSG00000187583","PLEKHN1"
"20","ENSG00000187583.11;anti-near;chr1:972424-972860",11.4166666666667,1.49971160232202,1.38221720009326,1.08500429760303,0.277919751849761,0.692772239396028,"ENSG00000187583","PLEKHN1"
"21","ENSG00000187583.11;anti-near;chr1:973640-973832",19.5,-1.32192548022414,1.23961134860916,-1.06640317685647,0.286241426224634,0.6966431915609,"ENSG00000187583","PLEKHN1"
"22","ENSG00000187583.11;anti-near;chr1:974051-974315",18,-0.0999405211125383,1.3417091046037,-0.0744874733052195,0.940622508330983,0.985775081733274,"ENSG00000187583","PLEKHN1"
"23","ENSG00000187583.11;anti-near;chr1:974364-974441",19.8333333333333,0.82781954743294,1.2106942088308,0.683756097447915,0.494129193551906,0.824918796509228,"ENSG00000187583","PLEKHN1"
"24","ENSG00000188290.11;clean;chr1:999432-999525",314.25,-0.853165007734517,0.714301269613912,-1.19440499972184,0.232319582032095,0.653907620572398,"ENSG00000188290","HES4"
"25","ENSG00000188290.11;clean;chr1:999613-999691",255.5,0.282106623584338,0.480999409636204,0.586500976784369,0.557538905315583,0.853239086635963,"ENSG00000188290","HES4"
"26","ENSG00000188290.11;known-exon;chr1:999787-999865",142.416666666667,0.156643115569649,0.466174630607215,0.336018104128948,0.736857214314263,0.926653316087858,"ENSG00000188290","HES4"
"27","ENSG00000188157.15;clean;chr1:1042162-1043238",167.416666666667,0.0713387042716145,1.09041512259464,0.0654234362614708,0.947836864612061,0.987413374452461,"ENSG00000188157","AGRN"
"28","ENSG00000188157.15;clean;chr1:1046265-1046396",363.333333333333,0.501434149409085,0.835022577718021,0.600503702282424,0.548170594249802,0.848676135012027,"ENSG00000188157","AGRN"
"29","ENSG00000188157.15;clean;chr1:1046957-1047326",242.25,0.503949340484389,0.832760520340676,0.605155177479148,0.545075894708891,0.847040367805207,"ENSG00000188157","AGRN"
"30","ENSG00000188157.15;clean;chr1:1051815-1053752",485.75,0.127994330846742,0.52728413041139,0.242742619139477,0.808204789373012,0.949607395003826,"ENSG00000188157","AGRN"
"31","ENSG00000188157.15;anti-near;chr1:1054551-1054823",450.583333333333,0.606414159297155,0.596445672521931,1.01671315131364,0.309289907605967,0.714845478508296,"ENSG00000188157","AGRN"
"32","ENSG00000237330.3;anti-near;chr1:1072575-1074015",166.083333333333,0.245895264977694,0.52397366395901,0.469289359163155,0.638862820129106,0.891134594973091,"ENSG00000237330","RNF223"
"33","ENSG00000131591.18;clean;chr1:1082987-1083914",42.1666666666667,-0.884522030655145,0.589312911887554,-1.50093780878149,0.133371647879285,0.548104961307064,"ENSG00000131591","C1orf159"
"34","ENSG00000131591.18;clean;chr1:1084383-1084480",42.5833333333333,-1.74687951143017,0.77267787303738,-2.26081213450985,0.0237708928647667,0.325853562577026,"ENSG00000131591","C1orf159"
"35","ENSG00000131591.18;clean;chr1:1084506-1085877",37.5,-1.18359767523918,1.08925819559663,-1.08660892341588,0.277209679732267,0.691930043477381,"ENSG00000131591","C1orf159"
"36","ENSG00000131591.18;clean;chr1:1086012-1087138",45.6666666666667,-0.768328732881634,0.788782929752275,-0.974068661859778,0.330022448303645,0.728629743261768,"ENSG00000131591","C1orf159"
"37","ENSG00000131591.18;clean;chr1:1087204-1087501",44.6666666666667,-0.349672360619717,0.794238273637663,-0.44026128206866,0.659747879498331,0.898848177875985,"ENSG00000131591","C1orf159"
"38","ENSG00000131591.18;clean;chr1:1087597-1090352",37.1666666666667,-0.492395682675181,0.834623192807079,-0.589961658049678,0.555216355253361,0.852691001369469,"ENSG00000131591","C1orf159"
"39","ENSG00000131591.18;known-exon;chr1:1091565-1091990",22.4166666666667,-0.456019906047315,1.17852014024375,-0.38694281962207,0.698798540067243,0.914608898796459,"ENSG00000131591","C1orf159"
"40","ENSG00000131584.19;anti-near;chr1:1293933-1294089",108,0.427650377446086,0.644021874993105,0.664030825739675,0.50667058187252,0.829944024651478,"ENSG00000131584","ACAP3"
"41","ENSG00000131584.19;anti-near;chr1:1294628-1294717",87.9166666666667,0.824119669417768,0.723655512048277,1.13882870467625,0.254774606833803,0.674895866647138,"ENSG00000131584","ACAP3"
"42","ENSG00000131584.19;anti-near;chr1:1294628-1295446",91.6666666666667,1.31139689554475,0.632087464282062,2.0747079631365,0.0380136089154596,0.372037756131918,"ENSG00000131584","ACAP3"
"43","ENSG00000131584.19;anti-near;chr1:1294816-1295446",86.25,1.35019013779288,0.617673755631135,2.18592764462408,0.0288208993566128,0.342592462197974,"ENSG00000131584","ACAP3"
"44","ENSG00000131584.19;anti-near;chr1:1295554-1295735",114.583333333333,0.674922034989337,1.00480045829605,0.671697578774868,0.501776243088568,0.82795870854962,"ENSG00000131584","ACAP3"
"45","ENSG00000131584.19;clean;chr1:1298679-1299344",69.1666666666667,-0.408046384255444,0.657128688045848,-0.620953538748829,0.53463019324201,0.842650772496894,"ENSG00000131584","ACAP3"
"46","ENSG00000131584.19;clean;chr1:1299356-1299830",65.0833333333333,0.257477275474556,0.626877270321112,0.410729958900354,0.681270556634965,0.907551159514375,"ENSG00000131584","ACAP3"
"47","ENSG00000131584.19;clean;chr1:1299905-1299972",74.1666666666667,0.0281869050096638,0.581432254729157,0.0484783992982876,0.961334979060299,0.992104176115925,"ENSG00000131584","ACAP3"
"48","ENSG00000131584.19;clean;chr1:1300068-1300157",70,1.0781966155545,0.718062233290743,1.50153644846816,0.133216866742201,0.547835122720211,"ENSG00000131584","ACAP3"
"49","ENSG00000131584.19;clean;chr1:1300202-1300508",71.6666666666667,-0.370239263657166,0.857355602093093,-0.431838624198976,0.66585870525607,0.901598385919903,"ENSG00000131584","ACAP3"
"50","ENSG00000131584.19;clean;chr1:1300692-1301987",75.0833333333333,-0.0767248150429792,0.844201150851781,-0.0908845184178741,0.927584351789963,0.982042424470492,"ENSG00000131584","ACAP3"
"51","ENSG00000131584.19;clean;chr1:1303281-1304085",48.1666666666667,-0.423857097607427,0.643497069128415,-0.65867758835564,0.510102827601412,0.830467596722722,"ENSG00000131584","ACAP3"
"52","ENSG00000131584.19;anti-near;chr1:1304143-1307768",27.1666666666667,-1.0949466685944,0.860300918476914,-1.27274845937966,0.203107315718565,0.626647122654508,"ENSG00000131584","ACAP3"
"53","ENSG00000169972.12;anti-over;chr1:1308972-1309085",81.1666666666667,-0.767022309639727,0.579782746220112,-1.3229478018108,0.185852737098205,0.605999311548712,"ENSG00000169972","PUSL1"
"54","ENSG00000169972.12;anti-over;chr1:1309273-1309453",111.083333333333,-0.803410478964112,0.693545980233579,-1.15840982697864,0.246696830778511,0.669098598586322,"ENSG00000169972","PUSL1"
"55","ENSG00000169972.12;anti-over;chr1:1309603-1309680",91.3333333333333,-0.739916676684853,0.548841256303104,-1.34814332593872,0.177612288670912,0.596626337749238,"ENSG00000169972","PUSL1"
"56","ENSG00000127054.22;anti-near;chr1:1311924-1312017",129.75,-1.09625510783068,0.789195466616231,-1.38907932724323,0.164808629245002,0.584234541953545,"ENSG00000127054","INTS11"
"57","ENSG00000127054.22;anti-near;chr1:1312368-1312439",152.25,-0.849365691918424,0.493637018574029,-1.72062803225737,0.085318343317418,0.472856549102769,"ENSG00000127054","INTS11"
"58","ENSG00000127054.22;anti-near;chr1:1312700-1312786",143.666666666667,0.0881267975716584,0.684749523520674,0.128699319305182,0.897595574046814,0.976323259418486,"ENSG00000127054","INTS11"
"59","ENSG00000127054.22;anti-near;chr1:1312949-1313034",149.5,-0.31029299616683,0.833036590189551,-0.372484233971313,0.709532348345207,0.917504957062994,"ENSG00000127054","INTS11"
"60","ENSG00000127054.22;anti-near;chr1:1313124-1313508",166.916666666667,-0.69567919765257,0.709967283167263,-0.979875008534264,0.3271478205941,0.725282595637754,"ENSG00000127054","INTS11"
"61","ENSG00000127054.22;anti-near;chr1:1313592-1313731",145.166666666667,-0.844929070795653,0.537407187155264,-1.5722325472948,0.115896629813571,0.521551785697452,"ENSG00000127054","INTS11"
"62","ENSG00000127054.22;anti-near;chr1:1314365-1314823",114.833333333333,0.371737932012751,0.565038576069987,0.657898323683136,0.510603467893814,0.830467596722722,"ENSG00000127054","INTS11"
"63","ENSG00000127054.22;anti-near;chr1:1314962-1315403",106.5,0.817416534746475,0.557906006409804,1.46515098485255,0.142879729008298,0.559332967670234,"ENSG00000127054","INTS11"
"64","ENSG00000127054.22;anti-near;chr1:1315438-1315519",85,1.26644348093748,0.542268438119064,2.33545490003129,0.0195196693070519,0.308820871082108,"ENSG00000127054","INTS11"
"65","ENSG00000107404.21;anti-near;chr1:1338436-1338521",132.916666666667,-0.977447095773698,0.676092876573259,-1.4457290257632,0.148253219826983,0.562811022751389,"ENSG00000107404","DVL1"
"66","ENSG00000107404.21;anti-near;chr1:1339439-1339581",128.666666666667,1.22517059606305,0.805406311385679,1.52118325712543,0.12821385582608,0.540329358219201,"ENSG00000107404","DVL1"
"67","ENSG00000107404.21;clean;chr1:1341805-1342052",101.416666666667,-1.27663844909603,0.762972006211769,-1.67324415404789,0.0942792413703633,0.489473052919651,"ENSG00000107404","DVL1"
"68","ENSG00000221978.13;clean;chr1:1392803-1393395",109.333333333333,-0.302351817936325,0.674215035086811,-0.44845012674242,0.653828372125297,0.896840988465177,"ENSG00000221978","CCNL2"
"69","ENSG00000160072.20;clean;chr1:1472089-1477273",20.0833333333333,-0.293545819360037,1.08569688620989,-0.270375482410004,0.786871400126769,0.943567305921586,"ENSG00000160072","ATAD3B"
"70","ENSG00000160072.20;clean;chr1:1477350-1478643",32.5833333333333,-0.0502659797711702,0.577821515870706,-0.086992225783468,0.93067769160739,0.983452213576502,"ENSG00000160072","ATAD3B"
"71","ENSG00000160072.20;clean;chr1:1482614-1485015",30.3333333333333,0.414187073209092,0.668654957887445,0.619433189454961,0.535631022376259,0.842737605350256,"ENSG00000160072","ATAD3B"
"72","ENSG00000160072.20;clean;chr1:1489274-1490256",57.75,-0.102810023484914,0.628802990581525,-0.163501168131904,0.8701238534912,0.968835887121113,"ENSG00000160072","ATAD3B"
"73","ENSG00000160072.20;clean;chr1:1490424-1490562",62.0833333333333,1.25473045716782,1.40191230748679,0.895013511520683,0.370779865248172,0.754443777363032,"ENSG00000160072","ATAD3B"
"74","ENSG00000197785.14;clean;chr1:1527862-1529222",114.333333333333,-0.315529536530214,0.56957359767686,-0.553975004840772,0.579595951913654,0.865640640051445,"ENSG00000197785","ATAD3A"
"75","ENSG00000197530.13;clean;chr1:1616614-1623430",22.1666666666667,0.380424188759756,0.863763838825629,0.440426157775926,0.659628483074262,0.898848177875985,"ENSG00000197530","MIB2"
"76","ENSG00000197530.13;clean;chr1:1624901-1624990",15.6666666666667,3.65603916566643,1.41902947514891,2.57643638112786,0.00998245734904341,0.281334186394576,"ENSG00000197530","MIB2"
"77","ENSG00000197530.13;clean;chr1:1625185-1625285",21.8333333333333,1.00367536959018,0.98935586664958,1.01447356145882,0.310356838783924,0.715994644291351,"ENSG00000197530","MIB2"
"78","ENSG00000197530.13;clean;chr1:1625428-1625545",26.6666666666667,2.21327078397145,0.853459262459065,2.59329399928753,0.00950614690100469,0.277319202153714,"ENSG00000197530","MIB2"
"79","ENSG00000197530.13;clean;chr1:1625653-1626649",21.5833333333333,0.784378437821029,0.997800291153039,0.78610764576408,0.431804425399939,0.788103744681556,"ENSG00000197530","MIB2"
"80","ENSG00000197530.13;clean;chr1:1626754-1626836",38.75,-2.93648928079568,1.10441767351074,-2.65885756016662,0.00784061037036227,0.265012630518245,"ENSG00000197530","MIB2"
"81","ENSG00000197530.13;known-exon;chr1:1626999-1627073",36.6666666666667,0.143474623402062,1.04147389764569,0.137761132301438,0.89042920333177,0.974677509121454,"ENSG00000197530","MIB2"
"82","ENSG00000197530.13;clean;chr1:1627444-1627672",19.5833333333333,1.56704054803958,0.855822351914383,1.83103484564791,0.0670953422155926,0.431824388967327,"ENSG00000197530","MIB2"
"83","ENSG00000197530.13;clean;chr1:1628179-1628272",47.8333333333333,0.942515164787301,0.749335651909631,1.25780104334468,0.208463718289659,0.630861798911775,"ENSG00000197530","MIB2"
"84","ENSG00000197530.13;clean;chr1:1628399-1628488",42.75,-1.43537236698075,2.15328713371774,-0.666595896341293,0.50503029103903,0.829375514273024,"ENSG00000197530","MIB2"
"85","ENSG00000197530.13;clean;chr1:1628722-1629132",49.4166666666667,-0.335309085280551,0.867696741866803,-0.386435800783522,0.699173940203356,0.914681382405292,"ENSG00000197530","MIB2"
"86","ENSG00000197530.13;clean;chr1:1629311-1629384",48,-1.50448553113674,1.08189510524143,-1.3906020314243,0.164346140010438,0.583666979848665,"ENSG00000197530","MIB2"
"87","ENSG00000197530.13;clean;chr1:1629566-1629638",49.25,1.59496809865333,1.3405216972851,1.18981147554981,0.234120498196103,0.654422637754706,"ENSG00000197530","MIB2"
"88","ENSG00000248333.9;anti-near;chr1:1637202-1637407",90.9166666666667,1.94984628350628,0.653879926140699,2.98196382172883,0.00286405841798579,0.227146383982957,"ENSG00000248333","CDK11B"
"89","ENSG00000189339.12;clean;chr1:1669736-1670097",50.6666666666667,1.22430275853315,1.09339439206514,1.11972657571506,0.262830296484767,0.682602437788452,"ENSG00000189339","SLC35E2B"
"90","ENSG00000189339.12;clean;chr1:1670151-1671508",42.3333333333333,0.335185222236954,1.11410778413493,0.300855291570568,0.763524843825365,0.936564268229095,"ENSG00000189339","SLC35E2B"
"91","ENSG00000008128.23;anti-near;chr1:1704146-1704222",58,0.0907554477572803,0.738169471061068,0.122946628538871,0.902149361457285,0.977641165634047,"ENSG00000008128","CDK11A"
"92","ENSG00000008128.23;anti-near;chr1:1704344-1704549",49.0833333333333,-0.390600423303521,0.562540625875354,-0.694350603915438,0.487462363182348,0.822011261296347,"ENSG00000008128","CDK11A"
"93","ENSG00000008128.23;anti-near;chr1:1704655-1704903",45.6666666666667,0.0658202718320166,0.556623871876384,0.118249099899607,0.905870286734691,0.979138409278636,"ENSG00000008128","CDK11A"
"94","ENSG00000215790.8;anti-over;chr1:1734835-1735203",19.5833333333333,0.20531932300046,0.769995757021395,0.266649940766824,0.789738700129619,0.94437217746377,"ENSG00000215790","SLC35E2A"
"95","ENSG00000008130.15;clean;chr1:1753060-1753566",161.25,0.543198263791174,0.542019141329074,1.00217542587003,0.316258874235255,0.718750170473908,"ENSG00000008130","NADK"
"96","ENSG00000008130.15;clean;chr1:1753649-1754050",157.5,-0.140484416522301,0.429101972444511,-0.327391682033034,0.743371656909963,0.929540981791188,"ENSG00000008130","NADK"
"97","ENSG00000008130.15;clean;chr1:1754208-1754283",156.583333333333,0.687944773403257,0.517443574875815,1.32950684249652,0.183680809846135,0.602802010496695,"ENSG00000008130","NADK"
"98","ENSG00000008130.15;clean;chr1:1754698-1755373",111.166666666667,0.950661968521309,0.525290922950381,1.80978183133598,0.0703296265253141,0.440592401100066,"ENSG00000008130","NADK"
"99","ENSG00000008130.15;clean;chr1:1755476-1756257",101.916666666667,0.619735669596354,0.693208993708286,0.894009851604939,0.371316620154902,0.754443777363032,"ENSG00000008130","NADK"
"100","ENSG00000008130.15;clean;chr1:1756343-1756502",91.8333333333333,0.971464011281432,1.25564201833323,0.773679119603671,0.439120570832432,0.792389513125828,"ENSG00000008130","NADK"
"101","ENSG00000178821.13;anti-near;chr1:1918162-1918252",19.75,2.66933539756845,1.42238745128558,1.87665842746002,0.0605649238985173,0.418299352760647,"ENSG00000178821","TMEM52"
"102","ENSG00000178821.13;known-exon+anti-near;chr1:1918934-1919044",13.5,0.593152445983703,0.927745810937727,0.639348018595923,0.522596556904213,0.835518275235453,"ENSG00000178821","TMEM52"
"103","ENSG00000187730.9;known-exon+anti-near;chr1:2029762-2029982",13,1.51937423175431,1.22490583723731,1.24040084189749,0.214827169771974,0.637908487762765,"ENSG00000187730","GABRD"
"104","ENSG00000067606.17;known-exon+anti-near+anti-over;chr1:2184698-2184921",113.75,-0.192996826498989,0.558036151211158,-0.345850042295843,0.729455414787916,0.923902887178158,"ENSG00000067606","PRKCZ"
"105","ENSG00000162585.17;anti-near;chr1:2189781-2193638",232.25,-0.33216675123499,0.544070861878255,-0.610521118679791,0.541516658129268,0.845999138327141,"ENSG00000162585","FAAP20"
"106","ENSG00000162585.17;clean;chr1:2193910-2193997",146.666666666667,-0.851135295901283,0.777524496439504,-1.09467328656378,0.273659795847516,0.689676217737145,"ENSG00000162585","FAAP20"
"107","ENSG00000162585.17;clean;chr1:2194133-2194687",92.25,-0.591307424386254,0.681909492205987,-0.867134760763289,0.385868176619589,0.759951751501952,"ENSG00000162585","FAAP20"
"108","ENSG00000157911.11;anti-near;chr1:2406619-2406719",73.9166666666667,-0.42942516942241,2.00815545615572,-0.213840600888775,0.830671362262946,0.956110931529051,"ENSG00000157911","PEX10"
"109","ENSG00000157881.16;anti-near;chr1:2509060-2509861",65.6666666666667,0.831425870331899,0.760368768230196,1.09345084263139,0.274195900889783,0.689676217737145,"ENSG00000157881","PANK4"
"110","ENSG00000157881.16;clean;chr1:2510782-2511337",31.9166666666667,-1.03476341258422,1.26734614693918,-0.816480497520996,0.414225373335621,0.776728946112707,"ENSG00000157881","PANK4"
"111","ENSG00000157881.16;clean;chr1:2511683-2512887",41.8333333333333,-0.200097140324916,0.827334099618004,-0.241857721587089,0.808890410929558,0.949709836923721,"ENSG00000157881","PANK4"
"112","ENSG00000157881.16;clean;chr1:2515717-2518163",41.9166666666667,-1.089884515013,0.76879995902969,-1.41764382556491,0.156294778174322,0.572666832834988,"ENSG00000157881","PANK4"
"113","ENSG00000157881.16;clean;chr1:2518264-2518515",32.5,1.10302908078756,1.36483754992099,0.808176094547968,0.41898921727472,0.779914413312371,"ENSG00000157881","PANK4"
"114","ENSG00000157881.16;known-exon;chr1:2521315-2521717",45,2.17931773039589,1.28706516381043,1.69324583686493,0.0904086830701295,0.482146850627535,"ENSG00000157881","PANK4"
"115","ENSG00000157870.17;anti-near;chr1:2588453-2588529",68,-0.949749045949552,1.06326918723785,-0.893234805775576,0.371731442511174,0.754547856594435,"ENSG00000157870","PRXL2B"
"116","ENSG00000142606.16;anti-near;chr1:2591633-2591931",24.9166666666667,-0.489422804098585,0.85465020005709,-0.572658619942863,0.566875860500916,0.857090418730522,"ENSG00000142606","MMEL1"
"117","ENSG00000130762.15;clean;chr1:3478026-3478423",120.583333333333,0.875105495817547,0.433919774639066,2.01674490761676,0.0437221408846161,0.391383036484938,"ENSG00000130762","ARHGEF16"
"118","ENSG00000162591.17;clean;chr1:3490959-3492638",27.0833333333333,0.165252682657319,1.56582653456297,0.105537030449827,0.915949687994026,0.980777926427269,"ENSG00000162591","MEGF6"
"119","ENSG00000162591.17;clean;chr1:3493899-3493995",27.8333333333333,-3.15493377786007,1.44425936105522,-2.18446482877908,0.0289281090004417,0.342600441617696,"ENSG00000162591","MEGF6"
"120","ENSG00000162591.17;clean;chr1:3494124-3494370",19,1.27753200446917,1.24697296846553,1.02450657454207,0.305596067083612,0.711776727282408,"ENSG00000162591","MEGF6"
"121","ENSG00000162591.17;clean;chr1:3494499-3494612",16.5,0.0352289308722335,0.772702497663597,0.0455918428874689,0.963635570845953,0.992681299243115,"ENSG00000162591","MEGF6"
"122","ENSG00000162591.17;clean;chr1:3494741-3495889",15.8333333333333,-1.10436768371902,1.8095054596496,-0.610314645822001,0.541653396940013,0.845999138327141,"ENSG00000162591","MEGF6"
"123","ENSG00000162591.17;clean;chr1:3498499-3498697",15.9166666666667,3.50063376500209,1.69081132797388,2.07038698350628,0.0384161197917197,0.372826540790532,"ENSG00000162591","MEGF6"
"124","ENSG00000162591.17;clean;chr1:3499924-3500632",11.4166666666667,0.286094918202676,1.15076859556316,0.248612031389915,0.80366090095312,0.948011356678263,"ENSG00000162591","MEGF6"
"125","ENSG00000158109.15;anti-near;chr1:3625515-3625712",47.6666666666667,3.03516898890466,1.26930278760088,2.39120958257838,0.0167929636951974,0.304259944806516,"ENSG00000158109","TPRG1L"
"126","ENSG00000116213.16;known-exon+anti-near;chr1:3631117-3631465",71.3333333333333,0.149397596047387,0.562892985375621,0.265410299877326,0.790693402451266,0.944610726250895,"ENSG00000116213","WRAP73"
"127","ENSG00000116213.16;anti-near;chr1:3631657-3632212",83.1666666666667,0.934761531142297,0.783802010889261,1.19259904689676,0.2330264393115,0.654041534981619,"ENSG00000116213","WRAP73"
"128","ENSG00000116213.16;anti-near;chr1:3632338-3633397",73.6666666666667,0.753030266873931,0.697729091550775,1.07925880688197,0.280472370768536,0.693231029123912,"ENSG00000116213","WRAP73"
"129","ENSG00000116213.16;anti-near;chr1:3635074-3635943",73.25,0.37302273697051,0.775958938018569,0.480724840831182,0.630712073741693,0.888439193943812,"ENSG00000116213","WRAP73"
"130","ENSG00000116213.16;clean;chr1:3635294-3635943",58.25,0.600730089770691,0.812678457563621,0.739197753034647,0.459786925063805,0.805942675156548,"ENSG00000116213","WRAP73"
"131","ENSG00000116213.16;clean;chr1:3636030-3636994",48.25,-0.28481446473352,0.780524077316635,-0.364901574481449,0.715184878968475,0.919703865449846,"ENSG00000116213","WRAP73"
"132","ENSG00000078900.15;anti-near;chr1:3731065-3731462",9.41666666666667,0.66158407534026,1.49476142697754,0.44260178473966,0.658053793625636,0.898678552023991,"ENSG00000078900","TP73"
"133","ENSG00000235169.11;known-exon;chr1:3772841-3773062",21.6666666666667,0.607993489453851,0.96434019060322,0.630476148747399,0.528383103049066,0.839690527899958,"ENSG00000235169","SMIM1"
"134","ENSG00000130764.10;clean;chr1:3784111-3785086",75.1666666666667,0.204966872537916,0.723657032602365,0.283237588116609,0.776994716405481,0.940501668732242,"ENSG00000130764","LRRC47"
"135","ENSG00000116198.14;clean;chr1:3826436-3826707",28.6666666666667,-0.723288901384843,1.07095565310239,-0.675367742155884,0.499442154713359,0.827221896368472,"ENSG00000116198","CEP104"
"136","ENSG00000116198.14;clean;chr1:3834035-3834924",30.6666666666667,0.0824626929530342,0.941762712385241,0.0875620704329836,0.93022474975204,0.983185572252479,"ENSG00000116198","CEP104"
"137","ENSG00000169598.17;clean;chr1:3866000-3867973",9.25,-0.072811147212839,1.76754213017154,-0.041193443692215,0.967141680413721,0.992783726111281,"ENSG00000169598","DFFB"
"138","ENSG00000131697.18;clean;chr1:5863405-5863889",22.8333333333333,0.930413665085492,0.82733246980221,1.12459464489279,0.260760844001585,0.680505269676128,"ENSG00000131697","NPHP4"
"139","ENSG00000131697.18;clean;chr1:5864033-5864337",23.3333333333333,1.89420287090137,1.22556187866251,1.54557913711265,0.122206242984698,0.530217631364556,"ENSG00000131697","NPHP4"
"140","ENSG00000131697.18;clean;chr1:5864517-5865101",21.25,0.600904192714837,0.84240915486117,0.713316313393895,0.475650045008873,0.816414335554007,"ENSG00000131697","NPHP4"
"141","ENSG00000131697.18;clean;chr1:5865273-5866372",16.75,1.33014471192246,1.35092580117229,0.984617149785874,0.324812162456816,0.722932196276719,"ENSG00000131697","NPHP4"
"142","ENSG00000131697.18;clean;chr1:5867115-5867739",16,0.727534895690321,1.74409594584661,0.417141555441875,0.676574871020296,0.90665485760505,"ENSG00000131697","NPHP4"
"143","ENSG00000131697.18;clean;chr1:5873335-5874470",11.9166666666667,-2.44268693137085,1.64849466374711,-1.48176817619688,0.138401989541349,0.554399796274744,"ENSG00000131697","NPHP4"
"144","ENSG00000069424.16;known-exon;chr1:6095624-6096635",22.0833333333333,1.84867471425799,1.1405092149482,1.62092045380095,0.105034699620077,0.506838518861084,"ENSG00000069424","KCNAB2"
"145","ENSG00000158292.7;clean;chr1:6254147-6254549",21.75,-0.0512231481391056,1.23371453963048,-0.0415194491867204,0.966881788013348,0.992783726111281,"ENSG00000158292","GPR153"
"146","ENSG00000158292.7;clean;chr1:6255014-6260824",11,-0.929607905158415,1.26970762859796,-0.732143277885876,0.464081121008761,0.809849234133501,"ENSG00000158292","GPR153"
"147","ENSG00000069812.11;known-exon;chr1:6419153-6419240",29,-0.368220352062963,0.966677972545428,-0.38091315052248,0.703267694118603,0.915842980731567,"ENSG00000069812","HES2"
"148","ENSG00000187017.18;anti-near;chr1:6440440-6440625",41,0.487445966499526,1.8316637059279,0.266121976933856,0.790145269952491,0.944610726250895,"ENSG00000187017","ESPN"
